dataset,scene,image,rotation_matrix,translation_vector
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_90505934_1674425132.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_65600629_2179631506.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_57903036_6034663613.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_32506932_9376290469.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_76893682_2999450842.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_56929508_8486048059.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_12259150_2265169853.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_33234837_3550291978.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_42923853_104932205.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_19450330_5824490434.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_27114106_8683698083.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_95763587_2232280810.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_33680148_1033484404.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_45351744_6834302276.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_64752693_9379071376.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_80419518_5109586935.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_64133734_1372277262.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_29761653_183977068.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_45605507_6470820469.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_54789298_4426358141.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_37434597_3796271634.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_92332702_2575760403.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_10479978_4543725197.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_96196686_8643079931.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_75963148_11531980813.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_47313503_3591060105.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_10933059_2435329014.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_46564187_2334079229.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_23213882_6298454445.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_55042300_2998445423.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_02136283_5474380279.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_50058391_104937272.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_19785873_3796268760.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_84280780_9149810125.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_72646474_2231631573.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_89428328_415853343.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_94608068_9152036176.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_63358653_3107448586.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_18834309_5057033556.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_48329521_332727450.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_28465422_5284916930.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_31608163_6102133633.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_08583359_2727285776.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_58370062_228935435.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_01587288_3907486251.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_97679107_216044726.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_21473586_5735108576.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_37673540_9374525231.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_19469781_41739753.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_17061032_2781005813.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_37000623_5094537023.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_61353083_128372808.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_60409409_9335730523.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_64177922_6939801959.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_20089826_6525672545.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_83880039_8704930508.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_89912815_3055922954.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_27265710_2527915420.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_70032246_6347641014.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_73543943_6819377449.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_97408314_4660309480.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_76033783_4998492930.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_12750924_3498788909.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_06397880_3164163639.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_17665284_5616961414.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_61931752_11269229804.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_16829624_11531851815.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_07659394_5946559496.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_75670494_10532227934.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_98413296_389554202.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_80238669_11531890454.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_56336675_12025095504.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_12650889_5688674640.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_15550848_3634998137.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_00460368_4162644685.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_piazzasanmarco_grandplace,outliers,grand_place_brussels_80159334_3432556478.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_30069642_3966141600.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_59883665_3581996971.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_73284018_2156414038.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_17973182_5956257468.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_85397053_1435622623.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_92808638_88785341.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_01404558_5160423697.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_91729188_430652744.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_48230932_8038671426.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_80167621_5886522855.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_17750259_5579050866.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_14195208_276265172.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_41815199_3578791286.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_56493755_3454995877.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_74305025_425098856.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_21324671_251787492.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_15038544_3727504813.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_16517106_11484965983.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_98446525_8467892061.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_71421235_8100441323.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_55838538_4636348360.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_33816922_8591444000.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_01241225_4293371290.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_42098841_2972162031.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_94682384_4342842330.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_58732203_2711105477.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_56026722_4376692497.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_27009206_5185352408.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_00358444_4165248133.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_40184297_2989394429.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_18865921_5109712344.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_90669518_8321386929.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_75017867_5746101695.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_78010545_349314185.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_66677085_4725569846.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_34630714_3685665828.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_19939802_5963665770.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_09071644_2938441433.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_29511430_5519433926.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_58525833_5956866479.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_38993702_4733402071.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_96647518_7739315718.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_54470469_2296508341.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_99804374_8024711160.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_30910735_201249046.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_29250228_5522743340.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_69481877_5327669439.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_21017479_3693575843.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_78842056_325218062.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_93831605_13948911711.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_78723734_3158991011.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_95794971_4901889397.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_81409989_5495330211.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_22555231_8007352373.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_90077341_5746101059.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_98071474_3495805188.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_64273020_5411668132.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_89086898_3494993799.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_16771025_6187661240.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_30002765_4759346847.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_91266839_729663994.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_72669213_5987184866.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_79598868_8555774052.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_43321508_5715952972.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_75810419_3515709926.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_50357199_8205859052.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_22494549_5871994022.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_26921609_5411058517.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_66347814_2029982255.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_86451018_5200654015.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_17378230_8657377873.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_84357746_4061156508.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_17804574_3525103748.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_70315674_7178465185.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,trevi_fountain_52144216_2711106071.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_93423882_13476569344.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_45927449_5904684394.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_90467261_5816977333.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_47029087_8959697396.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_33340964_112626481.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_55695069_9640098822.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_86731151_442052253.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_90517919_4394638107.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_55297752_267282770.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_98546957_2200688611.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_68663909_1356782012.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_80691366_2623658065.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_16537684_4545274148.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_04739785_8198592553.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_55167859_91653543.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_70116109_2697195876.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_39702035_1808089104.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_46031506_3822251715.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_68688218_4738908453.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_82410562_10997050704.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_41224690_4580747259.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_34264811_99184810.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_47042061_9637017399.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_73084286_312927075.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_10474405_6093717701.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
pt_sacrecoeur_trevi_tajmahal,outliers,sacre_coeur_11626754_2718827730.png,nan;nan;nan;nan;nan;nan;nan;nan;nan,nan;nan;nan
